  80603,20: 080603	徒 24:21	ὅτι	ὅτι	ADV	ADV
  83101,20: 083101	徒 28:25	ὅτι	ὅτι	ADV	說
  83744,19: 083744	羅 1:32	ὅτι	ὅτι	ADV	ADV
  83812,18: 083812	羅 2:3	ὅτι	ὅτι	ADV	ADV
  85551,18: 085551	羅 6:6	ὅτι	ὅτι	ADV	ADV
  86230,19: 086230	羅 7:21	ὅτι	ὅτι	ADV	便有
  86976,18: 086976	羅 9:2	ὅτι	ὅτι	ADV	是
  87050,18: 087050	羅 9:6	ὅτι	ὅτι	ADV	說
  87551,19: 087551	羅 10:5	ὅτι	ὅτι	ADV	說
  88251,20: 088251	羅 11:25	ὅτι	ὅτι	ADV	就是
  88917,20: 088917	羅 13:11	ὅτι	ὅτι	ADV	就是
  90521,20: 090521	林前 1:12	ὅτι	ὅτι	ADV	就是
  90738,20: 090738	林前 1:26	ὅτι	ὅτι	ADV	有
  92764,20: 092764	林前 7:26	ὅτι	ὅτι	ADV	不如
  94529,21: 094529	林前 11:23	ὅτι	ὅτι	ADV	就是
  96028,20: 096028	林前 15:3	ὅτι	ὅτι	ADV	就是
  96039,20: 096039	林前 15:4	ὅτι	ὅτι	ADV	且
  96042,20: 096042	林前 15:4	ὅτι	ὅτι	ADV	ADV
  96052,20: 096052	林前 15:5	ὅτι	ὅτι	ADV	且
  96692,21: 096692	林前 15:50	ὅτι	ὅτι	ADV	ADV
  98757,20: 098757	林後 5:14	ὅτι	ὅτι	ADV	既
  99629,19: 099629	林後 8:9	ὅτι	ὅτι	ADV	ADV
  99918,19: 099918	林後 9:2	ὅτι	ὅτι	ADV	說
  100292,20: 100292	林後 10:7	ὅτι	ὅτι	ADV	ADV
  100354,21: 100354	林後 10:11	ὅτι	ὅτι	ADV	ADV
  100649,21: 100649	林後 11:10	ὅτι	ὅτι	ADV	就
  101833,19: 101833	加 1:13	ὅτι	ὅτι	ADV	怎
  105498,18: 105498	弗 5:5	ὅτι	ὅτι	ADV	無論
  106359,18: 106359	腓 1:6	ὅτι	ὅτι	ADV	那
  106596,19: 106596	腓 1:20	ὅτι	ὅτι	ADV	ADV
  106726,19: 106726	腓 1:27	ὅτι	ὅτι	ADV	知道⸂你們
  107012,19: 107012	腓 2:16	ὅτι	ὅτι	ADV	好
  107088,19: 107088	腓 2:22	ὅτι	ὅτι	ADV	ADV
  110591,20: 110591	帖前 4:15	ὅτι	ὅτι	ADV	ADV
  111689,20: 111689	帖後 3:10	ὅτι	ὅτι	ADV	ADV
  111912,19: 111912	提前 1:9	ὅτι	ὅτι	ADV	因為
  112009,20: 112009	提前 1:15	ὅτι	ὅτι	ADV	ADV
  113652,20: 113652	提後 1:15	ὅτι	ὅτι	ADV	是
  114072,19: 114072	提後 3:1	ὅτι	ὅτι	ADV	ADV
  122152,19: 122152	雅 5:11	ὅτι	ὅτι	ADV	明顯
  124363,20: 124363	彼後 1:20	ὅτι	ὅτι	ADV	ADV
  124797,19: 124797	彼後 3:3	ὅτι	ὅτι	ADV	ADV
  124838,19: 124838	彼後 3:5	ὅτι	ὅτι	ADV	ADV
  124891,19: 124891	彼後 3:8	ὅτι	ὅτι	ADV	就是
  125200,19: 125200	約一 1:5	ὅτι	ὅτι	ADV	就
  126568,20: 126568	約一 4:10	ὅτι	ὅτι	ADV	ADV
  126574,20: 126574	約一 4:10	ὅτι	ὅτι	ADV	作了
  127033,20: 127033	約一 5:11	ὅτι	ὅτι	ADV	就是
  127094,20: 127094	約一 5:14	ὅτι	ὅτι	ADV	就
  128743,18: 128743	啟 2:6	ὅτι	ὅτι	ADV	就是
  129279,18: 129279	啟 3:1	ὅτι	ὅτι	ADV	按
  129282,18: 129282	啟 3:1	ὅτι	ὅτι	ADV	是
  129619,19: 129619	啟 3:15	ὅτι	ὅτι	ADV	ADV

  891,21: 000891	Mat 2:23	ὅτι	ὅτι	ADV	that
  14871,22: 014871	Mat 24:43	ὅτι	ὅτι	ADV	that
  16647,22: 016647	Mat 26:54	ὅτι	ὅτι	ADV	that
  19328,21: 019328	Mar 2:16	Ὅτι	ὅτι	ADV	Why
  23926,21: 023926	Mar 9:11	Ὅτι	ὅτι	ADV	-
  24224,21: 024224	Mar 9:28	Ὅτι	ὅτι	ADV	Why
  25128,22: 025128	Mar 10:33	ὅτι	ὅτι	ADV	-
  33721,21: 033721	Luk 5:36	ὅτι	ὅτι	ADV	-
  38041,22: 038041	Luk 10:11	ὅτι	ὅτι	ADV	that
  38188,22: 038188	Luk 10:20	ὅτι	ὅτι	ADV	that
  40275,22: 040275	Luk 12:39	ὅτι	ὅτι	ADV	that
  47331,22: 047331	Luk 22:61	ὅτι	ὅτι	ADV	-
  48999,22: 048999	Luk 24:44	ὅτι	ὅτι	ADV	that
  51666,21: 051666	Joh 4:37	ὅτι	ὅτι	ADV	-
  56390,21: 056390	Joh 9:25	ὅτι	ὅτι	ADV	that
  56465,21: 056465	Joh 9:30	ὅτι	ὅτι	ADV	that
  60880,22: 060880	Joh 15:25	ὅτι	ὅτι	ADV	-
  62139,21: 062139	Joh 18:9	ὅτι	ὅτι	ADV	-
  63761,21: 063761	Joh 20:9	ὅτι	ὅτι	ADV	that
  64700,22: 064700	Joh 21:23	ὅτι	ὅτι	ADV	that
  75553,22: 075553	Act 16:36	ὅτι	ὅτι	ADV	-
  78184,22: 078184	Act 20:35	ὅτι	ὅτι	ADV	that
  78198,22: 078198	Act 20:35	ὅτι	ὅτι	ADV	how
  78239,22: 078239	Act 20:38	ὅτι	ὅτι	ADV	that
  78863,22: 078863	Act 21:31	ὅτι	ὅτι	ADV	that
  80479,22: 080479	Act 24:14	ὅτι	ὅτι	ADV	that
  80603,22: 080603	Act 24:21	ὅτι	ὅτι	ADV	-
  83101,22: 083101	Act 28:25	ὅτι	ὅτι	ADV	-
  83744,21: 083744	Rom 1:32	ὅτι	ὅτι	ADV	that
  83812,20: 083812	Rom 2:3	ὅτι	ὅτι	ADV	that
  85551,20: 085551	Rom 6:6	ὅτι	ὅτι	ADV	that
  86230,21: 086230	Rom 7:21	ὅτι	ὅτι	ADV	that
  86976,20: 086976	Rom 9:2	ὅτι	ὅτι	ADV	that
  87050,20: 087050	Rom 9:6	ὅτι	ὅτι	ADV	that
  87551,21: 087551	Rom 10:5	ὅτι	ὅτι	ADV	that
  88251,22: 088251	Rom 11:25	ὅτι	ὅτι	ADV	that
  88917,22: 088917	Rom 13:11	ὅτι	ὅτι	ADV	that [it is the]
  90521,21: 090521	1Co 1:12	ὅτι	ὅτι	ADV	that
  90738,21: 090738	1Co 1:26	ὅτι	ὅτι	ADV	that
  92764,21: 092764	1Co 7:26	ὅτι	ὅτι	ADV	that
  94529,22: 094529	1Co 11:23	ὅτι	ὅτι	ADV	that
  96028,21: 096028	1Co 15:3	ὅτι	ὅτι	ADV	that
  96039,21: 096039	1Co 15:4	ὅτι	ὅτι	ADV	that
  96042,21: 096042	1Co 15:4	ὅτι	ὅτι	ADV	that
  96052,21: 096052	1Co 15:5	ὅτι	ὅτι	ADV	that
  96692,22: 096692	1Co 15:50	ὅτι	ὅτι	ADV	that
  98757,21: 098757	2Co 5:14	ὅτι	ὅτι	ADV	that
  99629,20: 099629	2Co 8:9	ὅτι	ὅτι	ADV	that
  99918,20: 099918	2Co 9:2	ὅτι	ὅτι	ADV	that
  100292,21: 100292	2Co 10:7	ὅτι	ὅτι	ADV	that
  100354,22: 100354	2Co 10:11	ὅτι	ὅτι	ADV	that
  100649,22: 100649	2Co 11:10	ὅτι	ὅτι	ADV	that
  101833,21: 101833	Gal 1:13	ὅτι	ὅτι	ADV	that
  105498,20: 105498	Eph 5:5	ὅτι	ὅτι	ADV	that
  106359,20: 106359	Php 1:6	ὅτι	ὅτι	ADV	that
  106596,21: 106596	Php 1:20	ὅτι	ὅτι	ADV	that
  106726,21: 106726	Php 1:27	ὅτι	ὅτι	ADV	that
  107012,21: 107012	Php 2:16	ὅτι	ὅτι	ADV	that
  107088,21: 107088	Php 2:22	ὅτι	ὅτι	ADV	that
  110591,21: 110591	1Th 4:15	ὅτι	ὅτι	ADV	that
  111689,21: 111689	2Th 3:10	ὅτι	ὅτι	ADV	that
  111912,20: 111912	1Ti 1:9	ὅτι	ὅτι	ADV	that
  112009,21: 112009	1Ti 1:15	ὅτι	ὅτι	ADV	that
  113652,21: 113652	2Ti 1:15	ὅτι	ὅτι	ADV	that
  114072,20: 114072	2Ti 3:1	ὅτι	ὅτι	ADV	that
  122152,21: 122152	Jas 5:11	ὅτι	ὅτι	ADV	that
  124363,21: 124363	2Pe 1:20	ὅτι	ὅτι	ADV	that
  124797,20: 124797	2Pe 3:3	ὅτι	ὅτι	ADV	that
  124838,20: 124838	2Pe 3:5	ὅτι	ὅτι	ADV	that
  124891,20: 124891	2Pe 3:8	ὅτι	ὅτι	ADV	that
  125200,20: 125200	1Jo 1:5	ὅτι	ὅτι	ADV	that
  126568,21: 126568	1Jo 4:10	ὅτι	ὅτι	ADV	that
  126574,21: 126574	1Jo 4:10	ὅτι	ὅτι	ADV	that
  127033,21: 127033	1Jo 5:11	ὅτι	ὅτι	ADV	that
  127094,21: 127094	1Jo 5:14	ὅτι	ὅτι	ADV	that
  128743,20: 128743	Rev 2:6	ὅτι	ὅτι	ADV	that
  129279,20: 129279	Rev 3:1	ὅτι	ὅτι	ADV	that
  129282,20: 129282	Rev 3:1	ὅτι	ὅτι	ADV	that
  129619,21: 129619	Rev 3:15	ὅτι	ὅτι	ADV	that

